LogID,Username,Password,FullName,Email,Phone,AccountBalance,KYCStatus,CreatedAt,AccountNumber,IFSC,AccountID,Timestamp,TransactionType,Description,SessionID,TransactionAmount,SessionDuration,LoginHour,FailedLoginCount,NewDeviceLogin,PasswordChanged,Channel,PagesVisited,ClickRate,RapidTransactions,BeneficiaryAdded,LargeTransaction,DeviceTrustScore,CyberRiskScore,RiskLabel,BeneficiaryName
LOG-b06bdbe4,rodriguezmichelle,q$+bQKKf0F86,Mrs. Carol Schmidt DDS,loriford@example.net,966-499-6133,58467.55,Verified,2023-05-26 00:42:00,27192824930,FLUX0LYAQNR,AC1113,2025-09-16 07:38:27,Login,Affect general main table ground,SES-96c27869,1564.15,727,7,0,0,0,Mobile,5,15,0,0,0,0.85,9,0,None
LOG-d4846c0f,christopher34,%g@xJ6Ks#03q,Kelsey Horne,robinsonelizabeth@example.com,987.711.1439x86282,84189.6,Verified,2025-09-18 09:06:21,16329756973,FLUX0VSSGJO,AC1118,2026-02-06 09:56:30,Credit,Remain soldier foot,SES-de6a21b1,8827.76,32,0,5,0,0,Mobile,7,12,1,1,1,0.63,57,1,Donald Hernandez
LOG-95e2c770,david18,&h$PLbx1(V1U,Michael Parks,richardsonwendy@example.net,001-201-856-8529x3811,70777.5,Pending,2024-08-08 10:18:32,39796689284,FLUX0BZREHR,AC1248,2025-08-21 23:01:51,Transfer,Road relationship instead difference these,SES-cf7b559d,729.03,379,23,0,0,0,Mobile,13,6,0,0,0,0.87,5,0,None
LOG-7200c861,jthompson,t2fMI4mo+gYg,Michael Russell,stevenwashington@example.net,(779)778-9670x64135,80567.64,Verified,2024-06-11 15:41:19,26204437688,FLUX0BRPTXP,AC1599,2025-03-19 08:21:05,Credit,Ten authority order alone,SES-50c739e8,7156.3,19,23,2,0,0,Mobile,5,13,0,1,1,0.51,39,1,Frank Fernandez
LOG-3e074f81,paulbrown,*4UgJtSn19TZ,Robert Fisher,wdouglas@example.org,643-861-3457x827,21781.77,Verified,2023-05-04 16:56:52,44448294082,FLUX0HBAABO,AC1242,2025-09-01 09:27:34,Debit,Again imagine,SES-f2b087d2,8928.87,57,22,4,1,0,Mobile,5,6,1,1,1,0.57,47,1,Lisa Ball
LOG-7feec5ec,melissawilliams,^AARmvKDR_U1,Randy Brown,joshuacarter@example.org,+1-463-535-9132x52345,91969.82,Rejected,2024-12-03 09:56:40,74226349091,FLUX0CDILSE,AC1475,2025-10-20 07:58:33,Transfer,Fish rest hear environment,SES-750453b7,40762.27,15,3,12,1,0,Web,9,9,1,1,1,0.12,76,1,Matthew Martin
LOG-225cd0eb,cesarstrickland,FBzDSZUZ)8Nn,Jason Herman,yangkimberly@example.com,(207)376-9344,51478.5,Rejected,2025-07-27 09:56:19,68023677267,FLUX0FRDIQE,AC1015,2025-11-11 22:34:22,Credit,Computer beyond,SES-1cf90605,1216.25,576,22,0,0,0,Web,11,5,0,0,0,0.94,7,0,None
LOG-2b9aa88d,hmclaughlin,p*4T3rlxj!NQ,Tanya Villa,martinezbrian@example.com,+1-272-654-0432x799,68754.34,Verified,2025-12-28 18:30:05,86965699600,FLUX0OBIYCW,AC1429,2025-05-20 07:49:55,Transfer,Prevent purpose entire situation,SES-50429fcb,17379.99,20,3,14,1,0,Web,15,7,1,1,1,0.15,99,1,Christopher Conley
LOG-abfcf581,justin24,+4+6x1Cd_vfG,William Higgins,salinassherri@example.net,(682)230-0724x186,40124.81,Rejected,2025-05-09 05:26:00,18840235006,FLUX0JNKGNY,AC1359,2025-12-03 02:02:16,Transfer,Edge gas,SES-bcc89b6e,878.55,49,2,1,0,0,Mobile,5,15,0,0,0,0.86,0,0,None
LOG-29c64c58,zcoleman,#0XPrl^^*v@*,Michael Mccann,benjamin69@example.net,(491)740-3116,1513.32,Verified,2025-08-17 12:17:31,34158541250,FLUX0MUYQQP,AC1676,2025-05-23 03:36:09,Transfer,Could computer administration,SES-149500aa,4540.62,52,2,3,1,0,Mobile,4,5,1,1,0,0.46,55,1,Alexis Brooks
LOG-ad060e54,jaimepeck,fUIY#SsZ+150,Luke Stevens,claymichele@example.org,+1-279-800-4543x220,22114.61,Verified,2024-11-09 20:58:40,82537503347,FLUX0KXYBNN,AC1668,2025-11-09 20:10:58,Debit,Feeling total during,SES-93387e71,9566.49,41,0,2,0,0,Mobile,8,5,0,1,1,0.52,51,1,John Barnes
LOG-433eece5,anthony59,2*Q!wWo5T!75,Matthew Andrews,smiles@example.com,950-612-9490,63654.59,Verified,2023-12-09 23:29:19,78977836536,FLUX0VJOWBB,AC1134,2025-10-08 23:40:01,Transfer,Reason none then true,SES-a7be5c33,31419.89,14,3,15,1,1,Web,12,4,1,1,1,0.22,91,1,Danielle Wilson
LOG-fcd0ec3d,munozann,e#B*I1Xqf5z$,Willie Hammond,davidanderson@example.net,343.543.5579,71295.9,Rejected,2024-03-18 11:01:54,38110377130,FLUX0WCBDSA,AC1093,2025-12-05 15:19:32,Credit,Community always art,SES-9ce50fd5,1921.22,87,15,1,0,0,Web,12,10,0,1,0,0.9,22,0,Jamie Church
LOG-560600ea,harrisonjohn,b9wVXyjB)MS$,Daniel Vega,thompsoneric@example.com,001-444-430-1131x948,78949.89,Pending,2024-01-21 10:50:07,92200806611,FLUX0JHLQBM,AC1710,2025-06-26 18:29:02,Debit,Environment defense,SES-7b51fabd,4681.62,35,2,3,0,0,Mobile,11,13,0,0,0,0.45,36,1,None
LOG-4b40e7da,savagelee,9Mk8tUBP^4Fw,Angel Ewing,alexandriajones@example.net,001-817-780-9535x08385,41234.41,Rejected,2025-10-07 16:37:35,61840717792,FLUX0QTHKWS,AC1100,2025-05-11 14:05:38,Credit,Heart agreement sport gun,SES-3b397302,6064.84,59,1,3,0,0,Mobile,7,4,0,1,1,0.46,65,1,Leah Hamilton
LOG-e99fd8c8,chapmansandra,M34V$m1u(7AY,Melissa Cuevas,gcastaneda@example.org,(962)848-7045,43862.98,Verified,2025-03-07 14:53:09,92575657523,FLUX0RHFRUZ,AC1252,2025-09-08 01:12:09,Transfer,Talk material whole career,SES-145fa37e,714.45,712,1,0,0,0,Mobile,10,14,0,0,0,0.94,17,0,None
LOG-dc3147a5,joshuamartin,NSXd7JQGl4*v,Jason Allen DVM,masonkathryn@example.net,583.249.9636x57720,26984.83,Verified,2023-09-21 16:37:50,51468413537,FLUX0XHNXIG,AC1460,2025-04-01 14:48:24,Login,Edge sometimes government anyone,SES-8965158a,2117.23,24,23,2,1,0,Mobile,7,6,1,1,0,0.54,65,1,Jessica Scott
LOG-8cfca97b,bradfordstephanie,s5zcGp3!#2Fp,Henry Sutton,verickson@example.com,368-960-6054x698,4473.77,Verified,2025-06-11 19:06:14,87383145351,FLUX0QRZXGF,AC1753,2025-12-29 16:54:46,Credit,Office team,SES-008ade5a,3866.25,47,23,2,1,0,Web,15,13,0,1,0,0.58,35,1,Michael Rose
LOG-07451f1d,martinezjames,1mTyzLqf@sp),Sara Murphy,shelleygonzalez@example.org,+1-578-741-2651x6454,37005.98,Pending,2025-09-24 00:47:30,73519770993,FLUX0WOBPBH,AC1570,2026-02-24 07:38:23,Credit,Soon foreign certainly west trouble,SES-fbc6d432,7377.11,24,23,5,0,0,Mobile,6,12,1,1,1,0.51,38,1,Jeffery Rios
LOG-611ab459,osmith,G10ZUY8e!5Vt,Scott Taylor,yolandataylor@example.net,5726620756,53642.13,Pending,2025-03-15 05:44:45,66032786649,FLUX0KNPVLT,AC1575,2025-06-15 05:20:04,Debit,Bar south decade room though,SES-c25e73c3,2003.95,47,22,4,0,0,Mobile,11,15,0,1,0,0.67,53,1,Kurt Hampton
LOG-7354c13b,qwhite,v(VJ1Glvno3d,Dr. Robert Robinson,norrismonica@example.org,001-515-729-7142x94915,27051.75,Rejected,2024-10-26 21:25:10,30003600271,FLUX0OCLDGT,AC1421,2026-02-08 06:56:27,Credit,At call,SES-f3586dcb,3944.84,57,2,4,0,0,Mobile,4,14,1,0,0,0.58,60,1,None
LOG-290b7f09,kenneth44,atqzUnt4)4r3,Wayne Contreras DVM,npatterson@example.com,+1-475-260-3404x961,67838.68,Pending,2023-09-11 13:45:50,65926463297,FLUX0OHICCD,AC1683,2025-12-14 09:28:18,Transfer,Stay key back both,SES-c7f705fb,24446.5,13,0,14,1,0,Web,13,12,1,1,1,0.02,100,1,Dalton Haley
LOG-cd42b3a1,wardshane,+rRrIkl)60JB,Benjamin Brown,lisazamora@example.com,(739)955-5556x4026,90320.94,Verified,2023-06-03 17:28:35,58916127392,FLUX0DPARXJ,AC1720,2025-09-20 23:54:36,Transfer,Experience material learn kind,SES-8b67a744,6892.84,56,22,3,1,0,Web,6,4,1,1,1,0.61,53,1,Donald Mueller
LOG-0929d9b5,christiancarlos,I0mZtO3eIu9+,Katrina Lewis,jenniferbenitez@example.org,001-515-906-7300x49659,38271.87,Pending,2025-06-28 14:31:02,23306771750,FLUX0FVYHQA,AC1535,2025-03-29 23:12:20,Transfer,Involve common join but,SES-befb4b44,80502.08,13,0,13,1,1,Web,9,3,1,1,1,0.04,97,1,Michael Sullivan
LOG-b7c1e188,sbradley,fWj1cKZwk^tq,Michael Ballard,kenneth14@example.org,+1-769-649-5021,18223.21,Pending,2026-02-08 17:00:42,13564196291,FLUX0PSZTSI,AC1262,2026-02-20 22:36:15,Credit,Real reveal big short,SES-830e41a0,1191.1,260,22,0,0,0,Mobile,10,14,0,0,0,0.85,13,0,None
LOG-686de698,terri42,i)5(iNDd+aXL,Ana Allen,kingandrea@example.com,001-432-647-6994x772,16519.93,Rejected,2025-12-29 19:34:49,12417757154,FLUX0UPLFOZ,AC1371,2025-09-02 17:22:35,Credit,Marriage matter religious our inside,SES-593e87a3,5470.63,45,22,2,1,0,Web,8,15,0,0,1,0.61,52,1,None
LOG-1a1bb863,eharrison,g_L(M84iw6Dg,Ross Weaver,mosborne@example.net,779-537-6695x621,34376.63,Verified,2023-05-23 01:00:56,47463745722,FLUX0TEJBBE,AC1149,2025-05-15 21:52:08,Transfer,Power example special,SES-86a933d2,58002.23,7,3,14,1,0,Web,5,15,1,1,1,0.19,81,1,Tiffany Lambert
LOG-16ee85af,gamblemichael,P@*0bRGwxAvl,Keith Shields MD,chaneyjoann@example.net,(650)543-6515,42970.57,Verified,2025-10-14 14:23:08,08248179957,FLUX0YQQAAS,AC1103,2025-04-26 18:40:20,Transfer,Agency hand evening factor,SES-1c97ce85,76979.79,14,1,7,1,1,Web,15,6,1,1,1,0.06,86,1,Jacob Lewis
LOG-3d5e507e,kennethrodgers,&eTYf8ia9kK^,Marvin Williams,harristara@example.org,001-564-300-5013,48944.5,Verified,2025-03-26 11:36:25,38993066183,FLUX0BDKIVO,AC1381,2025-12-21 14:27:55,Transfer,Weight service peace,SES-74654542,80368.15,9,2,6,1,0,Web,6,6,1,1,1,0.22,75,1,Jennifer Sampson
LOG-21b654b7,ricardo16,4fYBipyO)34O,Brian Smith,carol30@example.org,8472876754,70979.75,Rejected,2023-06-02 11:26:59,58250741662,FLUX0RVWASG,AC1364,2026-01-14 06:57:31,Transfer,Nothing since experience,SES-f53c151f,11838.16,8,2,12,1,1,Web,5,11,1,1,1,0.02,88,1,Michael Reed
LOG-d588fd96,mwelch,GK2*NQ4x$hz2,Miss Sarah Davis,monica24@example.net,+1-204-433-0317,75002.01,Verified,2024-01-10 17:44:32,68877136571,FLUX0QPIMQD,AC1794,2025-10-04 12:03:29,Transfer,Walk shoulder student consumer expect,SES-d03f39b6,3321.92,25,0,4,1,0,Mobile,6,6,1,0,0,0.52,38,1,None
LOG-b0185ac9,ikelly,X%)X99bYBH7x,Whitney Hall,christopher23@example.net,+1-208-708-5401,10785.47,Rejected,2023-06-29 22:11:51,47708703816,FLUX0YVSHJW,AC1384,2025-12-27 09:39:30,Transfer,With travel case more miss,SES-e1c5adb9,279.24,384,9,0,0,0,Web,13,12,0,0,0,0.82,24,0,None
LOG-f5e8015d,katherinebrady,SyFe31d%_J5#,Michelle Jackson,michael76@example.com,633.772.1259x6890,42052.17,Verified,2025-08-29 11:34:46,06820553743,FLUX0JTVJOQ,AC1659,2025-03-30 12:52:55,Transfer,Future policy,SES-3d95a7e9,299.35,588,12,0,0,0,Web,10,6,0,0,0,0.99,20,0,None
LOG-bd1ed37e,robertduffy,%)N#MFay8%o0,Elizabeth Ryan,alicia93@example.net,001-510-258-6396x8212,55371.92,Verified,2024-07-21 11:52:09,91074294049,FLUX0PWPKSJ,AC1001,2025-12-04 11:10:22,Credit,Become song success talk have,SES-90d5f9d2,5699.79,31,22,4,1,0,Mobile,9,7,0,1,1,0.55,54,1,Diane Pittman
LOG-f4d0c1fe,alyssa63,M&+1J8KtE+v+,Amanda Cook,jennifer34@example.net,888-997-4554x880,68270.99,Verified,2024-07-28 17:25:28,20110446963,FLUX0UBMWJQ,AC1387,2026-01-08 14:23:40,Transfer,Perform fund reduce whether industry,SES-77d60903,2397.35,30,2,3,0,0,Web,6,5,1,0,0,0.49,48,1,None
LOG-bb6ee5f6,thompsonstephanie,(#ZysvFKS9L!,Victoria Taylor,csanders@example.org,612-593-9827x33290,81426.57,Verified,2024-04-18 00:58:19,41208729160,FLUX0HYKVWW,AC1441,2025-12-18 21:32:01,Credit,My them building over,SES-81ad35be,3760.36,53,1,3,0,0,Mobile,4,13,1,1,0,0.48,52,1,Kenneth Alexander
LOG-0713a66a,williamhart,lk%TvMdU&V2!,Bruce Gonzalez,jhorton@example.net,958-487-4408,7586.64,Verified,2024-08-16 13:03:51,98541276150,FLUX0IAHAXK,AC1405,2025-11-19 17:12:10,Transfer,Thus enjoy fill nothing,SES-913b7671,3703.88,50,22,4,0,0,Mobile,4,7,1,1,0,0.47,36,1,Steven Merritt
LOG-c8991fa5,christopherjones,uX79En&KZ2+),Teresa Morales,scott21@example.net,001-761-558-3442,79072.97,Verified,2023-12-21 17:04:32,10092306889,FLUX0NAARYM,AC1790,2026-02-25 23:02:24,Login,Itself technology race,SES-21053b20,6657.47,21,1,3,0,0,Web,6,6,1,1,1,0.58,62,1,Michelle Johnson
LOG-d991490a,robertduffy,%)N#MFay8%o0,Elizabeth Ryan,alicia93@example.net,001-510-258-6396x8212,55371.92,Verified,2024-07-21 11:52:09,91074294049,FLUX0PWPKSJ,AC1001,2025-12-29 00:22:48,Transfer,Place purpose cut,SES-eb2a74c6,195.04,881,0,1,0,0,Mobile,14,6,0,0,0,0.99,5,0,None
LOG-0bc41b75,sarah97,2$#b4GSk6A3T,Brandon Floyd,brian71@example.org,(738)315-9994x3102,1339.8,Verified,2024-05-01 07:28:35,47723445856,FLUX0PHWFOT,AC1767,2026-02-20 14:56:25,Debit,Expert member add author yeah,SES-39e20413,6334.48,44,0,5,1,0,Mobile,6,7,0,0,1,0.48,42,1,None
LOG-2645fa1c,uhenderson,qyssQuce&3fH,Sean Quinn,reillyadrian@example.net,2277679209,14283.66,Verified,2025-01-05 02:46:06,51851524510,FLUX0ORYRND,AC1351,2026-02-24 18:22:57,Credit,Nor suffer research,SES-ef2ebd3c,5758.55,19,1,4,1,0,Mobile,12,6,1,0,1,0.51,41,1,None
LOG-bf5c1abc,rodriguezmichelle,q$+bQKKf0F86,Mrs. Carol Schmidt DDS,loriford@example.net,966-499-6133,58467.55,Verified,2023-05-26 00:42:00,27192824930,FLUX0LYAQNR,AC1113,2025-10-10 12:09:23,Login,High yeah,SES-7ec55133,2901.69,49,22,3,1,0,Web,8,15,0,1,0,0.6,45,1,Kyle Jones
LOG-6398378f,nicolejones,5$V+JFgbQh5@,Holly Cain,sextonmary@example.net,243-854-5789x1764,4433.12,Pending,2023-03-07 03:56:24,12971105639,FLUX0LNJSIB,AC1798,2025-04-02 06:05:57,Transfer,Wrong success human,SES-9b3478a2,2477.74,33,23,5,0,0,Mobile,12,15,1,1,0,0.48,65,1,Nathan Waller
LOG-619dedf4,phughes,%21gwHOyIO1z,Robert Jenkins,hroberts@example.org,677-588-2952x81635,63990.19,Pending,2025-04-16 09:36:47,32869257931,FLUX0QPYYZG,AC1266,2025-11-01 03:16:28,Transfer,Politics sit,SES-fc0035d1,35741.33,6,3,5,1,0,Web,13,7,1,1,1,0.02,90,1,Tiffany Miles
LOG-10676dfd,christopher34,%g@xJ6Ks#03q,Kelsey Horne,robinsonelizabeth@example.com,987.711.1439x86282,84189.6,Verified,2025-09-18 09:06:21,16329756973,FLUX0VSSGJO,AC1118,2025-10-14 05:50:31,Transfer,Read success,SES-0ddf45bf,90212.56,12,2,12,1,0,Web,12,10,1,1,1,0.03,92,1,William Williams
LOG-631153d0,rhoward,&L7bRb5i&1L_,Wendy Manning,colleenunderwood@example.org,(907)427-0985,73585.05,Pending,2024-04-20 01:55:21,92444917238,FLUX0OTWWET,AC1390,2025-07-31 14:19:43,Transfer,Point arm sea end,SES-e3a7c914,53553.1,7,0,8,1,1,Web,7,15,1,1,1,0.27,91,1,Daniel Jones
LOG-d9651cb0,bennettamber,e!8KDcYUlzVN,Edward Neal,jhunt@example.com,6754444653,51574.15,Verified,2025-03-05 23:04:45,59923395905,FLUX0JUYPLL,AC1156,2025-09-29 08:02:09,Credit,Remain happy factor phone anyone,SES-34614672,3670.02,23,1,3,1,0,Mobile,10,10,0,1,0,0.5,65,1,Jessica Parks
LOG-1d4a3d1a,danielerickson,IWD#0nys^0FN,Allison Lam,stephaniedickerson@example.com,942.381.8261x571,61688.08,Verified,2023-10-06 18:05:20,60420939619,FLUX0EQJQZF,AC1349,2025-09-25 05:04:43,Transfer,Goal from this,SES-4323e4b8,7681.27,38,1,4,1,0,Web,10,7,0,0,1,0.6,46,1,None
LOG-65bde5e6,simsderek,$BSHr$4H*f3R,Jennifer Bowers,egarcia@example.org,(615)317-3862x801,85863.68,Rejected,2023-12-03 16:47:44,90687750844,FLUX0LMFQSN,AC1128,2025-12-29 09:33:21,Credit,Interview glass,SES-5cf32271,1616.16,657,9,0,0,0,Web,7,15,0,0,0,0.89,24,0,None
LOG-2f77d7ec,marshallsharon,fdwK*RQW*8Ts,Barbara Robertson,mitchell79@example.net,+1-488-994-2861,89806.04,Verified,2023-07-01 03:13:08,52694151505,FLUX0ZMNUPX,AC1690,2026-01-28 16:02:36,Transfer,Number trade,SES-9eb0a77f,21541.32,10,3,12,1,0,Web,8,15,1,1,1,0.04,100,1,Johnny Sharp
LOG-2fb9e226,nixoncathy,pl6(iQ)a@6p6,Melissa Morris,baileybowen@example.org,+1-462-518-3441x402,80474.04,Verified,2023-05-31 05:44:19,99260856301,FLUX0NMGFDZ,AC1310,2025-11-02 16:24:02,Debit,Conference fine it,SES-5a737689,2477.73,45,2,3,1,0,Web,9,12,1,1,0,0.48,61,1,Stacey Griffin
LOG-788777bc,hillbecky,%sl1wCsYUELv,Michael Branch,julian20@example.net,446.688.3557x5173,6387.79,Rejected,2024-08-07 14:34:23,52345795408,FLUX0IJTSQS,AC1322,2025-11-20 08:21:38,Credit,Hear middle good including,SES-6efd74bc,1916.65,782,8,0,0,0,Mobile,13,5,0,0,0,0.96,2,0,None
LOG-8426dffa,vmerritt,*2Cf$gu9_aBN,Daniel Molina,jessicasmith@example.org,001-397-204-9861,21369.11,Verified,2023-07-19 01:50:13,02614932446,FLUX0KMSCXV,AC1108,2025-06-08 12:16:43,Transfer,Shake happy leave,SES-82511ed3,94978.25,8,0,12,1,1,Web,15,13,1,1,1,0.18,86,1,Robert Williams
LOG-ee03bb5e,nicholasnavarro,nF_gJ!i$Fx^8,William Bruce,alexanderwalker@example.com,001-367-740-6817x2859,17792.85,Rejected,2023-04-29 17:19:36,91240340505,FLUX0KFRKLK,AC1548,2025-09-30 10:14:47,Transfer,Position economic,SES-6939a3c5,7913.18,25,22,2,0,0,Web,9,4,0,0,1,0.46,58,1,None
LOG-8c2f44ff,tina01,#2MsbaQMrD%c,James Walker,russell60@example.net,792.877.5019,12227.44,Verified,2025-11-26 10:04:19,88998089587,FLUX0GTHSQK,AC1343,2025-08-01 09:49:45,Login,Maintain treat particular,SES-71614863,1235.84,699,9,0,0,0,Mobile,14,9,0,0,0,0.88,18,0,None
LOG-fe72c8b4,kristenstewart,m@69d4om&qN),Christopher Rivera,patrick60@example.net,355.826.1109x092,77172.73,Pending,2025-08-12 18:02:18,37862530237,FLUX0VFMJOI,AC1077,2025-09-20 18:51:19,Login,Ask star,SES-c5e5d1c8,1264.01,513,18,1,0,0,Web,15,13,0,1,0,0.8,10,0,Mrs. Penny Saunders
LOG-2c687bb2,lisa01,P+nFQ7#acJ2@,Brenda Walls,npoole@example.org,430.465.7193,54052.29,Rejected,2025-06-18 08:17:26,19319906740,FLUX0LYBAEH,AC1264,2025-12-19 18:39:34,Debit,Provide hit region certain serve,SES-3af2b7bc,866.9,321,18,0,0,0,Web,9,12,0,0,0,0.83,9,0,None
LOG-d2574ec9,bgamble,^bSgj#y7r8fa,Robert Smith,elizabethsilva@example.org,001-599-437-8511x003,35984.31,Verified,2025-09-11 11:20:23,85283299467,FLUX0SGTCCT,AC1663,2025-06-20 09:09:55,Transfer,As direction without,SES-e2ebdd76,9938.67,42,0,4,0,0,Mobile,4,3,1,1,1,0.57,48,1,April Rodriguez
LOG-eff68cbb,debra20,VQ06J9NfR#7j,Vicki Vincent,karenalexander@example.org,+1-424-583-4378x465,78985.67,Rejected,2023-12-20 03:12:45,36718763317,FLUX0IPRRMV,AC1465,2026-01-01 15:21:55,Transfer,Movie old throw,SES-d1fe4f60,64457.47,5,0,8,1,1,Web,12,7,1,1,1,0.16,82,1,Susan Thomas
LOG-cf43e80a,egraham,xR9wvpiXe&eh,Michael Huff,odomshaun@example.com,5354908700,15725.86,Verified,2025-02-10 22:16:10,81187518019,FLUX0GFDDFZ,AC1102,2025-10-17 10:18:38,Transfer,Manager accept hair arm,SES-38112ef7,48878.85,13,3,11,1,0,Web,9,6,1,1,1,0.22,91,1,Tara Davis
LOG-964e52a7,afoster,3Od!_$EaZ)V1,Richard Young,ibryant@example.org,(820)430-9106,75758.23,Verified,2024-09-21 03:18:48,07898118731,FLUX0SVQIQL,AC1171,2026-02-06 18:35:55,Transfer,Its picture nature,SES-faa97c42,4619.56,31,22,2,0,0,Mobile,8,6,0,1,0,0.65,41,1,Sydney Ramirez
LOG-b74a4e6d,nicholasnavarro,nF_gJ!i$Fx^8,William Bruce,alexanderwalker@example.com,001-367-740-6817x2859,17792.85,Rejected,2023-04-29 17:19:36,91240340505,FLUX0KFRKLK,AC1548,2025-12-21 14:25:58,Debit,Save space us,SES-2d429f27,2034.58,19,1,2,0,0,Web,9,15,1,1,0,0.55,61,1,Darren Clark
LOG-459c9307,john64,7IP_8um(&nWg,Michael Lozano,joel53@example.net,924.938.9191x3974,12334.96,Verified,2025-12-03 05:41:04,51620939033,FLUX0JNPGUA,AC1362,2025-05-15 18:30:13,Login,Here employee base and have,SES-7cf2ab55,115.78,321,18,0,0,0,Mobile,4,5,0,0,0,0.98,17,0,None
LOG-5812a0bd,francis88,#x)6&VDvx9n%,Linda Sanford,ismith@example.org,001-955-289-8280x96899,72382.51,Verified,2025-09-18 14:36:24,55828550323,FLUX0ZIGOMB,AC1273,2026-02-14 09:49:46,Transfer,Stuff check,SES-736a4b9e,6264.1,48,1,2,0,0,Mobile,15,13,1,1,1,0.51,64,1,Michael Osborne
LOG-fb198b98,christinamcclain,WU0hA8lvP3(k,Sydney Ross,abbotttracey@example.net,+1-904-457-2069x55021,49444.49,Verified,2025-07-16 23:58:54,04995924123,FLUX0UQSJRQ,AC1692,2025-10-12 20:02:42,Transfer,Mrs somebody Republican surface,SES-06a51f83,35400.48,17,3,9,1,0,Web,14,5,1,1,1,0.23,83,1,Nicholas Perkins
LOG-ff6980e2,randall00,T%rbG)bY%9!@,David Evans,timothy30@example.org,8854640040,40089.42,Verified,2025-05-18 02:19:14,25272624462,FLUX0GNVELY,AC1740,2025-11-29 08:51:50,Transfer,Strong main form trial about,SES-7c15c4e9,134.25,428,8,0,0,0,Mobile,15,5,0,0,0,0.81,24,0,None
LOG-4065b104,nmartinez,&!_ASFfZi1(H,Mr. Daniel Gordon,andersonrhonda@example.net,(486)559-7701x3218,27730.96,Verified,2023-04-19 01:25:09,42692523426,FLUX0QDYBDQ,AC1464,2025-12-13 11:51:35,Login,Low happy dog himself,SES-a7bd1a3d,6273.33,55,2,5,1,0,Mobile,9,3,0,1,1,0.48,45,1,Randy Smith
LOG-0773d7c3,davismichael,SQU#y1Vga@36,John Warner,amcmillan@example.org,483.299.1094x9890,65961.39,Pending,2025-10-24 04:53:45,77982554532,FLUX0WHFXPE,AC1058,2025-07-05 15:32:36,Debit,Third space piece,SES-d1ca6343,50.69,59,15,0,0,0,Web,5,9,0,0,0,0.81,15,0,None
LOG-8597daef,sarahcortez,&_vjLlef92SK,Robert Jones,bethzuniga@example.net,597.465.5605x15735,53147.02,Verified,2024-06-13 07:39:01,82779559115,FLUX0ZDTWSE,AC1537,2025-04-26 03:34:01,Transfer,Expert project,SES-9e013dc5,21736.36,20,0,14,1,1,Web,5,10,1,1,1,0.18,94,1,Scott Wolfe
LOG-39a6a272,phyllisgriffin,sQN5Fmdr5L^V,Traci Brown,olewis@example.net,001-307-712-4938x475,30341.79,Verified,2024-04-25 18:16:16,91928529736,FLUX0UKVCMD,AC1260,2025-07-14 03:38:15,Transfer,Defense computer space understand after,SES-03505cca,55912.64,12,1,9,1,0,Web,7,4,1,1,1,0.13,88,1,Maria Sims
LOG-f7a21b0f,scottdonald,!9(0RXcw&5on,Andrea Perkins,wowens@example.org,594.231.3255,20867.48,Pending,2024-08-07 05:09:46,82396228509,FLUX0XDZAUF,AC1760,2026-01-11 09:35:52,Transfer,Democratic article million,SES-b466ba32,54073.6,19,1,7,1,1,Web,14,7,1,1,1,0.26,97,1,Ruth Schultz
LOG-565b232e,paul87,)puLhiVR!7fk,Holly Cole,jamesjoshua@example.com,001-395-409-3270x24542,3182.95,Verified,2025-12-16 04:13:18,85693398355,FLUX0RCOJQY,AC1571,2026-01-19 04:02:54,Credit,Class organization measure,SES-8de60167,350.37,349,4,0,0,0,Mobile,7,6,0,0,0,0.98,17,0,None
LOG-58a76c35,danielerickson,IWD#0nys^0FN,Allison Lam,stephaniedickerson@example.com,942.381.8261x571,61688.08,Verified,2023-10-06 18:05:20,60420939619,FLUX0EQJQZF,AC1349,2026-02-03 18:47:26,Transfer,Relationship condition stop,SES-3fe259d1,31473.37,16,1,8,1,0,Web,15,15,1,1,1,0.17,77,1,Destiny Hayes
LOG-14d4362d,treed,9^us1tQv3Rm_,Kimberly Cox,annesanchez@example.net,001-766-727-8667x076,83257.19,Rejected,2023-09-24 23:37:53,70347489665,FLUX0DECLSC,AC1168,2025-05-08 04:00:55,Transfer,Part high song TV,SES-5bd6d38c,21031.91,5,3,12,1,0,Web,14,3,1,1,1,0.14,77,1,Brandon Townsend
LOG-eb5d9dda,julia45,#t1TjtPCX4RS,Renee Johns,justinallen@example.org,(711)639-7215x42383,78606.05,Rejected,2025-03-22 03:50:26,87141493026,FLUX0QMQYVV,AC1563,2025-11-11 13:58:57,Transfer,Suffer feel,SES-7aaff8d6,1079.42,145,13,0,0,0,Web,11,14,0,0,0,0.92,11,0,None
LOG-92a32bc2,josephbrennan,)7BhN9ufJZb6,Mario Schneider MD,mannandrew@example.org,935.524.4506x67727,32285.48,Pending,2025-04-07 07:24:49,18723022355,FLUX0AZSYWH,AC1627,2025-03-14 21:28:05,Debit,There our,SES-d85ffc88,433.82,589,21,0,0,0,Mobile,12,11,0,0,0,0.81,11,0,None
